Servicio de salud|Categoría|Cargo|Cometido
CESFAM|CATEGORÍA B|TECNÓLOGO MÉDICO|Atención y evaluación para pacientes que acudan a consulta por Vicio Refracción GES y No GES.
CESFAM|CATEGORÍA B|TECNÓLOGO MÉDICO|Asesorar al equipo de salud en la unidad UAPO y/o CESFAM, en los diferentes procesos necesarios para la implementación y funcionamiento correcto.
CESFAM|CATEGORÍA B|TECNÓLOGO MÉDICO|Verificar lineamientos técnicos de la unidad UAPO.
CESFAM|CATEGORÍA B|TECNÓLOGO MÉDICO|Confección de protocolos para unidades de salud de su competencia.
CESFAM|CATEGORÍA B|TECNÓLOGO MÉDICO|Registro en ficha electrónica y planilla Excel para REM y SIGGES.
CESFAM|CATEGORÍA B|TECNÓLOGO MÉDICO|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
CESFAM|CATEGORÍA B|TECNÓLOGO MÉDICO|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|CATEGORÍA B|PROFESOR DE EDUCACIÓN FÍSICA|Actividades requeridas para responder a las exigencias de los convenios establecidos entre el municipio, SSMO y otras entidades.
CESFAM|CATEGORÍA B|PROFESOR DE EDUCACIÓN FÍSICA|Realizar talleres de acondicionamiento físico dirigidos a adultos y adultos mayores con riesgo cardiovascular bajo control en CESFAM.
CESFAM|CATEGORÍA B|PROFESOR DE EDUCACIÓN FÍSICA|Realizar talleres de educación física dirigidos a la población infantil y adolescente, para la prevención de la obesidad de beneficiarios o no del CESFAM
CESFAM|CATEGORÍA B|PROFESOR DE EDUCACIÓN FÍSICA|Realizar actividades de promoción y prevención en salud intra y extra CESFAM
CESFAM|CATEGORÍA B|PROFESOR DE EDUCACIÓN FÍSICA|Realizar sesiones de ejercicio físico a todos los grupos etarios del programa Elige Vida Sana
CESFAM|CATEGORÍA B|PROFESOR DE EDUCACIÓN FÍSICA|Planificar y ejecutar círculos vida sana de actividad física a la población del programa
CESFAM|CATEGORÍA B|PROFESOR DE EDUCACIÓN FÍSICA|Apoyar el proceso de cambio de conductas en los usuarios y usuarias con acciones asociadas a la actividad física.
CESFAM|CATEGORÍA B|PROFESOR DE EDUCACIÓN FÍSICA|Registro en ficha electrónica y planilla Excel para REM y SIGGES.
CESFAM|CATEGORÍA B|PROFESOR DE EDUCACIÓN FÍSICA|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
CESFAM|CATEGORÍA B|PROFESOR DE EDUCACIÓN FÍSICA|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|CATEGORÍA B|PROFESIONAL OPERATIVOS DE SALUD (MATRONA, ENFERMERA, KINESIOÓLOGO, NUTRICIONSITA)|Brindar apoyo profesional en las actividades de comunicación y difusión organizadas por el Departamento de Salud y sus establecimientos asociados.
CESFAM|CATEGORÍA B|PROFESIONAL OPERATIVOS DE SALUD (MATRONA, ENFERMERA, KINESIOÓLOGO, NUTRICIONSITA)|Supervisar en terreno los operativos de salud, asegurando su correcta ejecución, asistiendo de manera presencial en las fechas y lugares establecidos.
CESFAM|CATEGORÍA B|PROFESIONAL OPERATIVOS DE SALUD (MATRONA, ENFERMERA, KINESIOÓLOGO, NUTRICIONSITA)|Realizar la citación de usuarios y confirmar su asistencia en un plazo no mayor a 48 horas antes del operativo, utilizando herramientas disponibles como teléfono, WhatsApp y correo electrónico.
CESFAM|CATEGORÍA B|PROFESIONAL OPERATIVOS DE SALUD (MATRONA, ENFERMERA, KINESIOÓLOGO, NUTRICIONSITA)|Registrar en la ficha electrónica a las personas que asisten y a aquellas que no se presentan a los operativos, según se requiera.
CESFAM|CATEGORÍA B|PROFESIONAL OPERATIVOS DE SALUD (MATRONA, ENFERMERA, KINESIOÓLOGO, NUTRICIONSITA)|Debe realizar todas las prestaciones, registros e indicaciones asociadas a los programas y/o estrategias
CESFAM|CATEGORÍA B|PROFESIONAL OPERATIVOS DE SALUD (MATRONA, ENFERMERA, KINESIOÓLOGO, NUTRICIONSITA)|Registro en ficha electrónica y planilla Excel para REM y SIGGES.
CESFAM|CATEGORÍA B|PROFESIONAL OPERATIVOS DE SALUD (MATRONA, ENFERMERA, KINESIOÓLOGO, NUTRICIONSITA)|Realizar las tareas administrativas relacionadas con el operativo, tanto antes como después del mismo, siguiendo las indicaciones del referente técnico de la actividad.
CESFAM|CATEGORÍA B|PROFESIONAL OPERATIVOS DE SALUD (MATRONA, ENFERMERA, KINESIOÓLOGO, NUTRICIONSITA)|Realizar cualquier otra labor asignada por el referente técnico que esté dentro de sus competencias y área de trabajo.
CESFAM|CATEGORÍA B|PROFESIONAL OPERATIVOS DE SALUD (MATRONA, ENFERMERA, KINESIOÓLOGO, NUTRICIONSITA)|Apoyo en otras áreas del CESFAM, según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TENS CONVENIOS SSMO|Actividades requeridas para responder a las exigencias del convenio Programa estrategia de refuerzo en APS para enfrentar pandemia COVID 19 establecidos entre el municipio, SSMO y otras entidades.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TENS CONVENIOS SSMO|Refuerzo de la entrega de medicamentos y programa alimentario (PACAM) en domicilio debido a la pandemia y pacientes vulnerables, incorporando dentro de sus beneficiarios a pacientes COVID positivo y pacientes de grupos de riesgo, con el objetivo de disminuir aglomeraciones y riesgo de contagio.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TENS CONVENIOS SSMO|Entrega según flujograma y lineamientos de la unidad correspondiente.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TENS CONVENIOS SSMO|Registro en ficha electrónica y planilla Excel para REM y SIGGES.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TENS CONVENIOS SSMO|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TENS CONVENIOS SSMO|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO NIVEL SUPERIOR|Apoyo en las labores de enfermería en las unidades de Laboratorio, Mesón de Salud Familiar, Vacunatorio, Botiquín, Bodega de alimentos, Esterilización y Clínica dentro o fuera del centro de salud.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO NIVEL SUPERIOR|Rescate de pacientes inasistentes a control médico u otro profesional y citación de acuerdo a las necesidades de los programas de salud del centro.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO NIVEL SUPERIOR|Apoyo en la actividad de Promoción y Prevención en salud intra y extra consultorio.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO NIVEL SUPERIOR|Realizar actividades de apoyo de enfermería en la demanda de urgencia médica y actividades extra- programáticas.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO NIVEL SUPERIOR|Realización de visitas domiciliarias para realización de procedimientos, apoyo de enfermería y de otros profesionales.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO NIVEL SUPERIOR|Registro en ficha electrónica y planilla Excel para REM y SIGGES.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO NIVEL SUPERIOR|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO NIVEL SUPERIOR|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO NIVEL SUPERIOR ADMINISTRATIVO|Recepción de pacientes en ventanilla, box u oficina, para orientación, citación, dación de hora, entrega de resultado, registro de interconsultas e inscripción de los beneficiarios.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO NIVEL SUPERIOR ADMINISTRATIVO|Coordinación con todas las unidades del centro de salud para el cumplimiento de flujogramas, protocolos y patologías AUGE.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO NIVEL SUPERIOR ADMINISTRATIVO|Uso del sistema informático implementado en el CESFAM para todos los registros necesarios según programación y para la referencia y contra referencia del SSMO con registro en tarjetón familiar de hallazgos del equipo de salud según protocolo.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO NIVEL SUPERIOR ADMINISTRATIVO|Rescate de pacientes inasistentes de los programas prioritarios del CESFAM,
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO NIVEL SUPERIOR ADMINISTRATIVO|Apoyo en la actividad de Promoción y Prevención en salud intra y extra consultorio.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO NIVEL SUPERIOR ADMINISTRATIVO|Registro en ficha electrónica y planilla Excel para REM y SIGGES.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO NIVEL SUPERIOR ADMINISTRATIVO|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO NIVEL SUPERIOR ADMINISTRATIVO|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO PARAMÉDICO CON ESPECIALIDAD EN DENTAL|Actividades requeridas para responder a las exigencias de los todos los convenios odontológicos establecidos entre el municipio, SSMO:
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO PARAMÉDICO CON ESPECIALIDAD EN DENTAL|Realizar actividades de apoyo durante la atención odontológica asociadas a convenios odontológicos del SSMO.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO PARAMÉDICO CON ESPECIALIDAD EN DENTAL|Recepción de pacientes, y preparación, mantención de stock de los insumos requeridos para la atención odontológica.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO PARAMÉDICO CON ESPECIALIDAD EN DENTAL|Apoyo en registrar las actividades en Ficha Clínica Electrónica, Planillas Excel correspondiente a cada Programa o Convenio y las Planillas Excel para REM y SIGGES y el trabajo administrativo según corresponda.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO PARAMÉDICO CON ESPECIALIDAD EN DENTAL|Apoyo en la actividad de Promoción y Prevención en salud oral intra y extra-CESFAM, según convenios odontológicos.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO PARAMÉDICO CON ESPECIALIDAD EN DENTAL|Confirmación de los odontólogos asociados a convenios y rescate de pacientes inasistentes de los convenios de atención odontológica.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO PARAMÉDICO CON ESPECIALIDAD EN DENTAL|Registro en ficha electrónica y planilla Excel para REM y SIGGES.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO PARAMÉDICO CON ESPECIALIDAD EN DENTAL|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO PARAMÉDICO CON ESPECIALIDAD EN DENTAL|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|LABORATORISTA DENTAL|Actividades requeridas para responder a las exigencias de los convenios odontológicos establecidos entre el municipio, SSMO y otras entidades:
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|LABORATORISTA DENTAL|Realizar la confección de prótesis dentales fijas y removibles, planos de relajación y reparación de prótesis según programación y necesidad del centro de salud y del SSMO a beneficiarios en el CESFAM Vitacura derivados del Programa Odontológico para responder a las exigencias de los convenios establecidos entre el municipio, SSMO y otras entidades.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|LABORATORISTA DENTAL|En modalidad remota, o presencial.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|LABORATORISTA DENTAL|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|PODÓLOGA|Atención podológica a pacientes con o sin patología diabética, dentro o fuera del consultorio, derivada por enfermera, nutricionista y/o médico.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|PODÓLOGA|Atención podológica a pacientes pertenecientes a Organizaciones Comunitarias.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|PODÓLOGA|Educación al paciente diabético sobre prevención y cuidados del pie.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|PODÓLOGA|Registro en ficha electrónica y planilla Excel para REM y SIGGES.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|PODÓLOGA|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|PODÓLOGA|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO CESFAM PARA RESOLUCIÓN DE LISTAS DE ESPERA Y OTROS CONVENIOS|Apoyo administrativo para licitaciones de lista espera, convenio clínicas, a razón de prestaciones realizadas en el CESFAM Vitacura.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO CESFAM PARA RESOLUCIÓN DE LISTAS DE ESPERA Y OTROS CONVENIOS|Apoyo de las distintas licitaciones y convenios que se generen desde la Dirección de Servicios de Salud y Educación (DSSE)
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO CESFAM PARA RESOLUCIÓN DE LISTAS DE ESPERA Y OTROS CONVENIOS|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO CESFAM PARA RESOLUCIÓN DE LISTAS DE ESPERA Y OTROS CONVENIOS|Registro en ficha electrónica y planilla Excel para REM y SIGGES
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO CESFAM PARA RESOLUCIÓN DE LISTAS DE ESPERA Y OTROS CONVENIOS|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO|Recepción de pacientes en ventanilla, box u oficina, para orientación, citación, dación de hora, entrega de resultado, registro de interconsultas e inscripción de los beneficiarios.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO|Coordinación con todas las unidades del centro de salud para el cumplimiento de flujogramas, protocolos y patologías AUGE.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO|Uso del sistema informático implementado en el CESFAM para todos los registros necesarios según programación y para la referencia y contra referencia del SSMO con registro en tarjetón familiar de hallazgos del equipo de salud según protocolo.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO|Rescate de pacientes inasistentes de los programas prioritarios del CESFAM,
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO|Apoyo en la actividad de Promoción y Prevención en salud intra y extra consultorio.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO|Otras funciones administrativas acordes a las necesidades de los dispositivos de salud.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|ADMINISTRATIVO|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN INFORMÁTICA|Evaluación, diagnóstico y propuestas de mejoras al sistema computacional del CESFAM Vitacura y otras unidades de salud.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN INFORMÁTICA|Entregar a profesionales, administrativos y auxiliares paramédicos, durante la jornada laboral, asesoría técnica de equipos computacionales.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN INFORMÁTICA|Asesoría para reemplazo de computadores.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN INFORMÁTICA|Asesoría para call center, sistema de gestión y agendamiento de horas clínicas u otros sistemas informáticos necesarios en las unidades de Salud.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN INFORMÁTICA|Asesoría en sistemas para automatización en sistema de inventarios.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN INFORMÁTICA|Asesoría en respaldo de data de computadores, configuración de los computadores, ingreso al dominio municipal, instalación software, activación de licencias, instalación de impresoras.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN INFORMÁTICA|Modalidad Presencial, en horarios de atención habitual, extensiones horarias o fines de semana.
CESFAM|CATEGORÍA C, D y E - UNIDADES DE APOYO|TÉCNICO EN INFORMÁTICA|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|MÉDICO SAPU|Entregar atención directa, evaluar, diagnosticar y realizar plan de tratamiento acorde a la patología de cada usuario, que consulta en el servicio de Urgencia.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|MÉDICO SAPU|Informar a la familia del estado de salud del Usuario de forma oportuna, acordando en conjunto los lineamientos a seguir de acuerdo con lo establecido en la Ley de Derechos y Deberes de los Pacientes.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|MÉDICO SAPU|Realizar actividades de capacitación y orientación dirigido a alumnos, internos y/o miembros del equipo de salud, según las necesidades de los Servicios de Urgencias. 
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|MÉDICO SAPU|Presentación y derivación oportuna de pacientes a Médico Triador de Enlace Oriente.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|MÉDICO SAPU|Presentación de paciente con riesgo vital o tiempo dependiente para ejecución de traslado por SAMU. 
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|MÉDICO SAPU|Realización de receta controlada para fármacos psicotrópicos y recetas de prescripción médica al alta.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|MÉDICO SAPU|Mantener el correcto registro de atenciones procurando que este sea completo, profesional y veraz de las atenciones brindadas. 
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|MÉDICO SAPU|Participar activa y responsablemente en reuniones técnicas y/o protocolares ya sea con los miembros de su centro de salud, el Intersector u otros relacionados con su quehacer profesional.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|MÉDICO SAPU|Ejecutar actividades encomendadas por su jefatura directa, siempre y cuando esté relacionada a su cargo.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|MÉDICO SAPU|Desempeña las gestiones necesarias para velar por el cumplimiento de las Metas anuales Sanitarias APS, establecidas bajo la Ley N°19.813.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|MÉDICO SAPU|Actividades requeridas para responder a las exigencias de los convenios establecidos entre el municipio, SSMO y otras entidades.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|MÉDICO SAPU|Convenio Programa fortalecimiento RRHH, Convenio Resolutividad, Convenio MAIS, entre otros.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|MÉDICO SAPU|Realizar cualquier otra labor asignada por la/el Coordinadora del SAPU que esté dentro de sus competencias y área de trabajo.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|MÉDICO SAPU|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Aplicar las normas e instrucciones del establecimiento, su manual de procedimiento y organigrama de la unidad, velando por su estricto cumplimiento.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Supervisar la atención que proporciona el personal Técnico Paramédico.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Solicitar el material y equipo necesario para prestar una atención eficiente, oportuna y eficaz.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Conocer y supervisar el manejo de los equipos médicos.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Conocer y aplicar las medidas de prevención de IAAS.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Colaborar con los funcionarios en la enseñanza Incidental.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Realizar categorización del paciente espontáneo, según metodología “ESI TRIAGE”.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Cuidar y mantener la higiene y comodidad del paciente.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Observar, informar y actuar oportunamente frente a signos y síntomas del paciente, Dar orientación y educación al paciente y familia para los cuidados de su salud posterior al alta.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Realizar Toma de ELECTROCARDIOGRAMA, realizando registro de Nombre y 2 apellidos del paciente, edad y hora del procedimiento. Debe quedar registrado en dato de atención, el funcionario que lo realiza, con copia del examen en archivador de electrocardiograma.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Favorecer la integración de equipos interdisciplinarios en el desarrollo de su quehacer profesional.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Ejecutar y promover las acciones clínicas necesarias para el correcto funcionamiento del Servicio de Urgencia, basándose en los protocolos de los Servicios de Urgencias de Vitacura.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Ejecutar y promover las labores administrativas de reporte y registro clínico, propiciando que este sea completo, profesional y veraz, tanto en las fichas clínicas como en todos los instrumentos ligados al registro, por ejemplo; DAU, RAYEN, RNI, MIDAS, Reporte Diario y otros.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Desempeñar las gestiones necesarias para velar por el cumplimiento de los COMGES comprometidos por la sub-secretaria de redes asistenciales
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Ejecutar alguna actividad particular encomendada por su jefatura directa, relacionada al cargo que posee.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Participar activa y responsablemente en reuniones técnicas y/o protocolares ya sea con los miembros de su centro de salud, el intersector u otros relacionados con su quehacer profesional.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Realizar cualquier otra labor asignada por la/el Coordinadora del SAPU que esté dentro de sus competencias y área de trabajo.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|ENFERMERA SAPU|Apoyo en otras áreas del CESFAM según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|TENS SAPU|Actividades requeridas para responder a las exigencias de los todos los convenios odontológicos establecidos entre el municipio, SSMO:
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|TENS SAPU|Realizar toma de electrocardiograma, realizando registro de Nombre y los 2 apellidos del paciente, además de la edad y hora del procedimiento, garantizando que quede registrado en dato de atención.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|TENS SAPU|Apoyar y aplicar procedimientos asistenciales y clínicos en los usuarios de SAPU, propiciando una atención empática, oportuna y profesional.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|TENS SAPU|Mantener el correcto registro de atenciones procurando que este sea completo, profesional y veraz, tanto en las fichas clínicas como en todos los instrumentos ligados al proceso clínico y estadístico.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|TENS SAPU|Apoyar en las gestiones necesarias para velar por el cumplimiento de las metas anuales sanitarias APS, establecidas bajo la ley N°19.813.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|TENS SAPU|Participar activa y responsablemente en reuniones técnicas y/o protocolares ya sea con los miembros de su centro de salud, el intersector u otros relacionados con su quehacer profesional.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|TENS SAPU| Ejecutar actividades encomendadas por su jefatura directa, siempre y cuando esté relacionada a su cargo. Participar activamente de la entrega de turno, cumpliendo efectivamente con las indicaciones impartidas y normas establecidas en la Unidad, realizando conteo de insumos y equipamiento.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|TENS SAPU|Tens que recibe en la entrega de turno, dejando registro tipo check list en libro de Novedades con nombre y apellido, Ejemplo: equipo de oxigenoterapia, equipo de aspiración, soporte de suero, equipo multiparámetro, desfibrilador, manguitos de presión, termómetros.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|TENS SAPU|Prevenir y controlar las IAAS aplicando normas correctas en los procedimientos realizados a cada paciente.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|TENS SAPU|Preparar la Unidad antes de la recepción del paciente (ya sea Box de Reanimador, Tratamiento y triage).
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|TENS SAPU|Revisión de los 11 correctos en DAU, previo a la ejecución de procedimientos clínicos de enfermería.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|TENS SAPU|Información oportuna a Enfermera(o) jefa de turno, sobre alteraciones hemodinámicas o neurológicas del paciente.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|TENS SAPU| Mantener la Unidad Limpia y ordenada, cables, monitores y otros, cada vez que se realice atención se debe solicitar aseo en la unidad.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|TENS SAPU|Realizar control de signos vitales y Triage, garantizando que no se excedan más de 15 minutos.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|TENS SAPU|Realizar cualquier otra labor asignada por la/el Coordinadora del SAPU que esté dentro de sus competencias y área de trabajo.
SAPU|SERVICIO DE ATENCIÓN PRIMARIA DE URGENCIA|TENS SAPU|Apoyo en otras áreas del SAPU y CESFAM, según la contingencia sanitaria nacional o necesidades del establecimiento o Municipalidad.
CESFAM|PROMOCIÓN|PROFESIONAL CONSULTOR/A EN LACTANCIA MATERNA|Actividades requeridas para responder a las exigencias de los convenios establecidos entre el municipio, SSMO y otras entidades.
CESFAM|PROMOCIÓN|PROFESIONAL CONSULTOR/A EN LACTANCIA MATERNA|Capacitar a equipo gestor en políticas, regulaciones e intervenciones en Lactancia Materna.
